variableMetadata	database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	reliability	sample_mean	sample_sd	sample_CV	pool_mean	pool_sd	pool_CV	poolCV_over_sampleCV	PCA_XLOAD-p1	PCA_XLOAD-p2	gender_ttest_Male.Female_dif	gender_ttest_Male.Female_fdr	gender_ttest_Male.Female_sig	gender_OPLSDA_XLOAD-h1	gender_OPLSDA_XLOAD-o1	gender_OPLSDA_VIP_pred	gender_OPLSDA_VIP_ortho	gender_OPLSDA_COEFF	gender_tier_S
Sebacic acid	CHEBI:41865	C10H18O4	OC(=O)CCCCCCCCC(O)=O	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	Sebacic acid	201.111582	NA	[(M-H)]-	1	7.65	5	3.59280944168101	0.306445524758161	0.0852941214201386	2357278.23499932	103029.918880437	0.0437071523211457	0.512428659717997	0.131928911725829	0.0100063151153989	0.00309222388577668	0.94273838545429	0	0.00576503319812931	-0.152716825294702	0.0592929590636671	1.14685483553107	0.00118398037073504	
Suberic acid	CHEBI:9300	C8H14O4	OC(=O)CCCCCCC(O)=O	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	Suberic acid	173.080993	NA	[(M-H)]-	1	6.46	5	3.32185299894631	0.332281721970338	0.100029026593211	1559978.07256193	243125.860213024	0.155852101057896	1.55806875629912	0.109773043108171	-0.0341077376121315	-0.0171206903680736	0.719319348103393	0	-0.0189393399002495	-0.145122794768148	0.194789772548537	0.996365635491427	-0.00681704536509246	
Sulfosalicylic acid isomer					Sulfosalicylic acid isomer	216.98092	NA	[(M-H)]-	1	4.8	4	3.81369205994721	0.421681941911077	0.110570527269292	6681170.07036231	554929.444827581	0.0830587215986687	0.751183191849857	0.0977757019053506	0.0219793323254541	-0.0691502108550957	0.277977199184251	0	-0.0818852511953801	-0.0792226020521052	0.842184022222325	0.765524421366559	-0.0202727476497989	
Taurine	CHEBI:15891	C2H7NO3S	C(CS(O)(=O)=O)N	InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)	Taurine	124.006693	NA	[(M-H)]-	1	0.88	5	2.61228952156894	0.635845779388173	0.243405554452588	387859.346882448	11652.3712684191	0.0300427754599161	0.123426827820266	0.0175467983301898	0.0191844494066696	0.237623310242822	0.044592599723716	1	0.0789880204352419	-0.0413540970133571	0.812386208583608	0.325265159556874	0.0352857769061626	
Testosterone glucuronide	CHEBI:28835	C25H36O8	[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@H](CC[C@@]21[H])O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O	InChI=1S/C25H36O8/c1-24-9-7-13(26)11-12(24)3-4-14-15-5-6-17(25(15,2)10-8-16(14)24)32-23-20(29)18(27)19(28)21(33-23)22(30)31/h11,14-21,23,27-29H,3-10H2,1-2H3,(H,30,31)/t14-,15-,16-,17-,18-,19-,20+,21-,23+,24-,25-/m0/s1	Testosterone glucuronide	463.2329	NA	[(M-H)]-	1	7.9	4	2.14755787706219	0.570107827942221	0.265467969003991	178149.617939526	12351.5841321731	0.069332644521112	0.261171412812028	0.0632240097776869	0.159930070388728	0.580020236081781	1.96332022223136e-10	1	0.23762386024121	-0.0426805255832066	2.44394461117839	1.18246632515576	0.099210587835125	plsda|randomforest|svm
Tetrahydrohippuric acid	CHEBI:71172	C9H13NO3	OC(=O)CNC(=O)C1=CCCCC1	InChI=1S/C9H13NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h4H,1-3,5-6H2,(H,10,13)(H,11,12)	Tetrahydrohippuric acid	182.081505	NA	[(M-H)]-	1	6.33	4	2.97868946680309	0.644211737917767	0.216273547510534	1099612.50204864	256671.502041607	0.233419956178576	1.07928111812753	0.0549943603384738	-0.113953905534202	-0.157500724799192	0.170321137735585	0	-0.0654503786741091	-0.118763591887325	0.673152519691427	0.989441128419833	-0.0244208142085664	
Threo-3-Phenylserine					Threo-3-Phenylserine	NA	NA		NA	NA	5	3.42810167204328	0.493315410397206	0.143903377901616	3419927.96600466	225149.829852517	0.0658346702300717	0.457492181143111	0.0786553912993967	-0.104870945343189	-0.118904893886074	0.144467771798749	0	-0.0592358594503957	-0.136162333664053	0.609236628617012	0.939254709089934	-0.0261351810602006	
Threonic acid/Erythronic acid	CHEBI:26984|CHEBI:37654				Threonic acid/Erythronic acid	135.029005	NA	[(M-H)]-	1	0.85	4	4.39827019383957	0.196073671535184	0.0445797240491988	17873938.1368938	347306.840571664	0.0194309076103818	0.435868727875874	0.130793491425151	-0.0781824082302586	-0.0736427243899289	0.0187807810887062	1	-0.117733035620458	-0.185189135302109	1.21087595189396	1.26912441499158	-0.0391713779894383	
Tryptophan	CHEBI:27897	C11H12N2O2	NC(Cc1c[nH]c2ccccc12)C(O)=O	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	Tryptophan	203.081193	NA	[(M-H)]-	1	5.26	5	2.71333596604509	0.270842850681002	0.0998191355845175	420171.894107334	32152.1188986948	0.0765213460243522	0.766599966792551	0.0517039463454118	0.0329945292400952	0.0358800378397683	0.500712329314177	0	0.0194862897473952	-0.0657984210379061	0.200415113076882	0.457452553516059	0.0125586258451489	
Valerylglycine isomer 1					Valerylglycine isomer 1	NA	NA		NA	NA	4	2.91185988412482	0.325726153182601	0.111861891074645	665604.205463077	30964.7494401606	0.046521264718599	0.415881264581477	0.118813749242187	0.0139342643919761	-0.0970365036984577	0.0285327553045489	1	-0.129577806296005	-0.102480602452282	1.33269858129558	0.795219184427827	-0.0361228508143437	
Valerylglycine isomer 2					Valerylglycine isomer 2	NA	NA		NA	NA	4	3.60787423275427	0.316143568818677	0.0876259948167125	3240093.64139524	108139.086087541	0.0333752965364837	0.380883510724128	0.141500150789803	-0.0550454580511254	-0.098403782054918	0.00201483180424584	1	-0.160540892565423	-0.1630498023083	1.65115173560752	1.07752718343352	-0.0503526643324981	
Xanthosine	CHEBI:18107	C10H12N4O6	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c1[nH]c(=O)[nH]c2=O	InChI=1S/C10H12N4O6/c15-1-3-5(16)6(17)9(20-3)14-2-11-4-7(14)12-10(19)13-8(4)18/h2-3,5-6,9,15-17H,1H2,(H2,12,13,18,19)/t3-,5-,6-,9-/m1/s1	Xanthosine	283.066329	NA	[(M-H)]-	1	4.27	5	2.97597999461264	0.297497215351057	0.0999661341439157	871438.977161457	33899.3673094847	0.0389004487955144	0.389136272285088	0.137057463406336	0.0929114604877296	0.0733261653986541	0.0509529390996554	0	0.0627206499768973	-0.120928578140936	0.645077452933577	1.41375822438541	0.0326440277268008	
